Categoria,SubCategoria,Modelo,Cor,Tamanho,Preço Custo Unit,Data Pedido,Pais,Estado,UF,Cidade,Região,Pedidos Qtd,Total Venda,ID_VENDA
Bicicletas,Bicicletas de estrada,Road-550-W,Amarela,44,"713,08",01/01/2020,Brasil,Rio Grande do Norte,RN,Acari,Nordeste,1,"1120,49",3211
Roupas,Camisolas,Short-Sleeve Classic Jersey,Amarela,Extra Grande,"41,57",01/01/2020,Brasil,Bahia,BA,Itaparica,Nordeste,1,"53,99",3212
Roupas,Meias,Racing Socks,Branca,Grande,"3,36",01/01/2020,Brasil,Paraíba,PB,Cajazeirinhas,Nordeste,1,"8,99",3213
Componentes,Guidão,HL Touring Handlebars,,,"40,66",01/09/2019,Brasil,Paraíba,PB,Teixeira,Nordeste,2,"109,88",3214
Acessórios,Garrafas e Gaiolas,Water Bottle,,,"1,87",01/02/2020,Brasil,São Paulo,SP,Francisco Morato,Sudeste,3,"14,97",3215
Acessórios,Capacetes,Sport-100,Preto,,"13,09",01/02/2020,Brasil,Ceará,CE,Fortim,Nordeste,3,"104,97",3216
Acessórios,Capacetes,Sport-100,Vermelho,,"13,09",01/02/2020,Brasil,Santa Catarina,SC,Piratuba,Sul,3,"104,97",3217
Acessórios,Garrafas e Gaiolas,Road Bottle Cage,,,"3,36",01/02/2020,Brasil,Rio Grande do Norte,RN,Açu,Nordeste,2,"17,98",3218
Acessórios,Capacetes,Sport-100,Azul,,"13,09",01/02/2020,Brasil,São Paulo,SP,Balbinos,Sudeste,2,"69,98",3219
Acessórios,Pneus e Tubos,HL Mountain Tire,,,"13,09",01/02/2020,Brasil,Alagoas,AL,Batalha,Nordeste,2,70,3220
Acessórios,Pneus e Tubos,Mountain Tire Tube,,,"1,87",01/02/2020,Brasil,Rio Grande do Sul,RS,São Luiz Gonzaga,Sul,2,"9,98",3221
Componentes,Pedais,Touring Pedal,Prata/Preto,,"35,96",01/09/2019,Brasil,Amazonas,AM,Iranduba,Norte,2,"97,19",3222
Acessórios,Pneus e Tubos,Touring Tire Tube,,,"1,87",01/02/2020,Brasil,Rio Grande do Sul,RS,Montauri,Sul,2,"9,98",3223
Componentes,Selas,HL Touring Seat/Saddle,,,"23,37",01/09/2019,Brasil,Paraná,PR,Castro,Sul,2,"63,17",3224
Bicicletas,Bicicletas de estrada,Road-250,Vermelho,58,"1554,95",01/02/2020,Brasil,Minas Gerais,MG,Iraí de Minas,Sudeste,2,"4886,7",3225
Acessórios,Pneus e Tubos,ML Road Tire,,,"9,35",01/02/2020,Brasil,Bahia,BA,Cruz das Almas,Nordeste,1,"24,99",3226
Componentes,Selas,HL Touring Seat/Saddle,,,"23,37",01/09/2019,Brasil,Minas Gerais,MG,Andradas,Sudeste,2,"63,17",3227
Componentes,Selas,LL Touring Seat/Saddle,,,"12,04",01/09/2019,Brasil,Bahia,BA,São Félix,Nordeste,2,"32,54",3228
Acessórios,Pneus e Tubos,Patch kit,,,"0,86",01/02/2020,Brasil,Maranhão,MA,Duque Bacelar,Nordeste,1,"2,29",3229
Componentes,Selas,LL Touring Seat/Saddle,,,"12,04",01/09/2019,Brasil,Paraíba,PB,Cubati,Nordeste,2,"32,54",3230
Acessórios,Pneus e Tubos,Road Tire Tube,,,"1,49",01/02/2020,Brasil,Santa Catarina,SC,Taió,Sul,1,"3,99",3231
Componentes,Quadros de turismo,HL Touring Frame,Azul,60,"601,74",01/09/2019,Brasil,Goiás,GO,Israelândia,Centro-Oeste,2,"1204,69",3232
Componentes,Quadros de turismo,HL Touring Frame,Amarela,60,"601,74",01/09/2019,Brasil,Ceará,CE,Pires Ferreira,Nordeste,2,"1204,69",3233
Componentes,Quadros de turismo,LL Touring Frame,Amarela,44,"199,85",01/09/2019,Brasil,Paraíba,PB,Riacho dos Cavalos,Nordeste,2,"400,1",3234
Componentes,Quadros de turismo,LL Touring Frame,Amarela,50,"199,85",01/09/2019,Brasil,São Paulo,SP,Caçapava,Sudeste,2,"400,1",3235
Acessórios,Pneus e Tubos,Touring Tire,,,"10,84",01/02/2020,Brasil,Minas Gerais,MG,Porteirinha,Sudeste,1,"28,99",3236
Bicicletas,Bicicletas de montanha,Mountain-200,Preto,42,"1251,98",01/02/2020,Brasil,Rio Grande do Norte,RN,Parelhas,Nordeste,1,"2294,99",3237
Bicicletas,Bicicletas de estrada,Road-250,Preto,58,"1554,95",01/02/2020,Brasil,Bahia,BA,Aratuípe,Nordeste,1,"2443,35",3238
Bicicletas,Bicicletas de estrada,Road-350-W,Amarela,40,"1082,51",01/02/2020,Brasil,São Paulo,SP,Taquarituba,Sudeste,1,"1700,99",3239
Bicicletas,Bicicletas de estrada,Road-550-W,Amarela,40,"713,08",01/02/2020,Brasil,Bahia,BA,Santanópolis,Nordeste,1,"1120,49",3240
Bicicletas,Bicicletas de estrada,Road-550-W,Amarela,42,"713,08",01/02/2020,Brasil,Ceará,CE,Pedra Branca,Nordeste,1,"1120,49",3241
Acessórios,Garrafas e Gaiolas,Mountain Bottle Cage,,,"3,74",01/09/2019,Brasil,Rio Grande do Sul,RS,Vista Gaúcha,Sul,1,"9,99",3242
Bicicletas,Bicicletas de estrada,Road-550-W,Amarela,48,"713,08",01/02/2020,Brasil,Paraná,PR,São Jorge do Patrocínio,Sul,1,"1120,49",3243
Bicicletas,Bicicletas de estrada,Road-750,Preto,44,"343,65",01/02/2020,Brasil,Minas Gerais,MG,Mathias Lobato,Sudeste,1,"539,99",3244
Acessórios,Garrafas e Gaiolas,Mountain Bottle Cage,,,"3,74",01/09/2019,Brasil,Piauí,PI,São Miguel da Baixa Grande,Norte,1,"9,99",3245
Bicicletas,Bikes em turnê,Touring-1000,Azul,46,"1481,94",01/02/2020,Brasil,Minas Gerais,MG,Francisco Dumont,Sudeste,1,"2384,07",3246
Bicicletas,Bikes em turnê,Touring-1000,Amarela,50,"1481,94",01/02/2020,Brasil,Rio Grande do Sul,RS,Redentora,Sul,1,"2384,07",3247
Acessórios,Garrafas e Gaiolas,Mountain Bottle Cage,,,"3,74",01/09/2019,Brasil,Paraíba,PB,Santa Inês,Nordeste,1,"9,99",3248
Bicicletas,Bikes em turnê,Touring-1000,Amarela,54,"1481,94",01/02/2020,Brasil,Bahia,BA,Teodoro Sampaio,Nordeste,1,"2384,07",3249
Roupas,Cápsulas,Cycling Cap,Multi,,"6,92",01/02/2020,Brasil,São Paulo,SP,Elias Fausto,Sudeste,1,"8,99",3250
Roupas,Luvas,Half-Finger Gloves,Preto,Médio,"9,16",01/02/2020,Brasil,Rio Grande do Sul,RS,Santo Antônio do Palma,Sul,1,"24,49",3251
Roupas,Luvas,Half-Finger Gloves,Preto,Pequeno,"9,16",01/02/2020,Brasil,Maranhão,MA,Zé Doca,Nordeste,1,"24,49",3252
Roupas,Camisolas,Short-Sleeve Classic Jersey,Amarela,Médio,"41,57",01/02/2020,Brasil,Paraíba,PB,Solânea,Nordeste,1,"53,99",3253
Acessórios,Garrafas e Gaiolas,Road Bottle Cage,,,"3,36",01/03/2020,Brasil,Paraíba,PB,Mamanguape,Nordeste,1,"8,99",3254
Acessórios,Garrafas e Gaiolas,Mountain Bottle Cage,,,"3,74",01/09/2019,Brasil,Santa Catarina,SC,Urubici,Sul,1,"9,99",3255
Acessórios,Garrafas e Gaiolas,Mountain Bottle Cage,,,"3,74",01/09/2019,Brasil,Rio Grande do Sul,RS,Ipê,Sul,1,"9,99",3256
Acessórios,Garrafas e Gaiolas,Mountain Bottle Cage,,,"3,74",01/09/2019,Brasil,São Paulo,SP,Morungaba,Sudeste,1,"9,99",3257
Acessórios,Garrafas e Gaiolas,Mountain Bottle Cage,,,"3,74",01/09/2019,Brasil,Pará,PA,Terra Alta,Norte,1,"9,99",3258
Acessórios,Garrafas e Gaiolas,Water Bottle,,,"1,87",01/03/2020,Brasil,Amazonas,AM,Manaquiri,Norte,1,"4,99",3259
Acessórios,Pára-lamas,Fender Set - Mountain,,,"8,22",01/03/2020,Brasil,Minas Gerais,MG,Francisco Dumont,Sudeste,1,"21,98",3260
Acessórios,Capacetes,Sport-100,Azul,,"13,09",01/03/2020,Brasil,Paraná,PR,Coronel Domingos Soares,Sul,1,"34,99",3261
Acessórios,Garrafas e Gaiolas,Road Bottle Cage,,,"3,36",01/09/2019,Brasil,Rio de Janeiro,RJ,Sapucaia,Sudeste,1,"8,99",3262
Acessórios,Pacotes de hidratação,Hydration Pack,Prata,70,"20,57",01/03/2020,Brasil,Rio Grande do Sul,RS,Formigueiro,Sul,1,"54,99",3263
Acessórios,Pneus e Tubos,HL Road Tire,,,"12,19",01/03/2020,Brasil,Rio Grande do Norte,RN,Mossoró,Nordeste,1,"32,6",3264
Acessórios,Garrafas e Gaiolas,Road Bottle Cage,,,"3,36",01/09/2019,Brasil,Minas Gerais,MG,Ilicínea,Sudeste,1,"8,99",3265
Acessórios,Pneus e Tubos,Patch kit,,,"0,86",01/03/2020,Brasil,Rondônia,RO,Campo Novo de Rondônia,Norte,1,"2,29",3266
Acessórios,Pneus e Tubos,Touring Tire Tube,,,"1,87",01/03/2020,Brasil,Rio Grande do Sul,RS,Machadinho,Sul,1,"4,99",3267
Bicicletas,Bicicletas de montanha,Mountain-200,Preto,42,"1251,98",01/03/2020,Brasil,Rio Grande do Sul,RS,Condor,Sul,1,"2294,99",3268
Bicicletas,Bicicletas de montanha,Mountain-200,Prata,46,"1265,62",01/03/2020,Brasil,Bahia,BA,Barra da Estiva,Nordeste,1,"2319,99",3269
Acessórios,Garrafas e Gaiolas,Road Bottle Cage,,,"3,36",01/09/2019,Brasil,Acre,AC,Rodrigues Alves,Norte,1,"8,99",3270
Acessórios,Garrafas e Gaiolas,Road Bottle Cage,,,"3,36",01/09/2019,Brasil,Piauí,PI,Dirceu Arcoverde,Norte,1,"8,99",3271
Acessórios,Garrafas e Gaiolas,Road Bottle Cage,,,"3,36",01/09/2019,Brasil,Minas Gerais,MG,Taparuba,Sudeste,1,"8,99",3272
Bicicletas,Bicicletas de estrada,Road-250,Vermelho,58,"1554,95",01/03/2020,Brasil,Mato Grosso,MT,Mirassol d'Oeste,Centro-Oeste,1,"2443,35",3273
Bicicletas,Bicicletas de estrada,Road-350-W,Amarela,40,"1082,51",01/03/2020,Brasil,São Paulo,SP,Igaratá,Sudeste,1,"1700,99",3274
Bicicletas,Bicicletas de estrada,Road-550-W,Amarela,42,"713,08",01/03/2020,Brasil,Paraíba,PB,Campina Grande,Nordeste,1,"1120,49",3275
Acessórios,Garrafas e Gaiolas,Water Bottle,,,"1,87",01/09/2019,Brasil,Santa Catarina,SC,Morro da Fumaça,Sul,1,"4,99",3276
Acessórios,Garrafas e Gaiolas,Water Bottle,,,"1,87",01/09/2019,Brasil,Paraná,PR,Amaporã,Sul,1,"4,99",3277
Bicicletas,Bicicletas de estrada,Road-750,Preto,52,"343,65",01/03/2020,Brasil,Pernambuco,PE,Terra Nova,Nordeste,1,"539,99",3278
Bicicletas,Bicicletas de estrada,Road-750,Preto,58,"343,65",01/03/2020,Brasil,Santa Catarina,SC,Camboriú,Sul,1,"539,99",3279
Roupas,Luvas,Half-Finger Gloves,Preto,Médio,"9,16",01/03/2020,Brasil,Paraná,PR,Londrina,Sul,1,"24,49",3280
Acessórios,Limpadores,Bike Wash,,,"2,97",01/09/2019,Brasil,Minas Gerais,MG,Jacuí,Sudeste,1,"7,95",3281
Roupas,Luvas,Half-Finger Gloves,Preto,Pequeno,"9,16",01/03/2020,Brasil,Sergipe,SE,Nossa Senhora da Glória,Nordeste,1,"24,49",3282
Roupas,Camisolas,Short-Sleeve Classic Jersey,Amarela,Pequeno,"41,57",01/03/2020,Brasil,Bahia,BA,Belmonte,Nordeste,1,"53,99",3283
Roupas,Coletes,Classic Vest,Azul,Médio,"23,75",01/03/2020,Brasil,São Paulo,SP,Nova Aliança,Sudeste,1,"63,5",3284
Acessórios,Limpadores,Bike Wash,,,"2,97",01/09/2019,Brasil,Bahia,BA,Ribeirão do Largo,Nordeste,1,"7,95",3285
Acessórios,Garrafas e Gaiolas,Water Bottle,,,"1,87",01/04/2020,Brasil,Pernambuco,PE,Inajá,Nordeste,5,"24,95",3286
Acessórios,Garrafas e Gaiolas,Road Bottle Cage,,,"3,36",01/04/2020,Brasil,Paraíba,PB,Nazarezinho,Nordeste,4,"35,96",3287
Acessórios,Limpadores,Bike Wash,,,"2,97",01/09/2019,Brasil,Mato Grosso,MT,Santa Cruz do Xingu,Centro-Oeste,1,"4,77",3288
Acessórios,Limpadores,Bike Wash,,,"2,97",01/09/2019,Brasil,Pernambuco,PE,Goiana,Nordeste,1,"7,95",3289
Acessórios,Pára-lamas,Fender Set - Mountain,,,"8,22",01/09/2019,Brasil,Minas Gerais,MG,Mariana,Sudeste,1,"21,98",3290
Acessórios,Capacetes,Sport-100,Azul,,"13,09",01/04/2020,Brasil,Paraíba,PB,Caldas Brandão,Nordeste,2,"69,98",3291
Acessórios,Pacotes de hidratação,Hydration Pack,Prata,70,"20,57",01/04/2020,Brasil,Bahia,BA,Várzea do Poço,Nordeste,2,"109,98",3292
Acessórios,Pneus e Tubos,Touring Tire Tube,,,"1,87",01/04/2020,Brasil,Rio Grande do Sul,RS,Três Palmeiras,Sul,2,"9,98",3293
Acessórios,Bicicletários,Hitch Rack - 4-Bike,,,"44,88",01/04/2020,Brasil,Bahia,BA,Dário Meira,Nordeste,1,120,3294
Acessórios,Garrafas e Gaiolas,Mountain Bottle Cage,,,"3,74",01/04/2020,Brasil,São Paulo,SP,Mendonça,Sudeste,1,"9,99",3295
Acessórios,Pára-lamas,Fender Set - Mountain,,,"8,22",01/09/2019,Brasil,Goiás,GO,Ipameri,Centro-Oeste,1,"21,98",3296
Acessórios,Pára-lamas,Fender Set - Mountain,,,"8,22",01/04/2020,Brasil,Mato Grosso,MT,Ponte Branca,Centro-Oeste,1,"21,98",3297
Acessórios,Pneus e Tubos,Touring Tire,,,"10,84",01/04/2020,Brasil,Minas Gerais,MG,Senhora dos Remédios,Sudeste,1,"28,99",3298
Acessórios,Pára-lamas,Fender Set - Mountain,,,"8,22",01/09/2019,Brasil,Minas Gerais,MG,Esmeraldas,Sudeste,1,"21,98",3299
Acessórios,Pára-lamas,Fender Set - Mountain,,,"8,22",01/09/2019,Brasil,Bahia,BA,Ibipeba,Nordeste,1,"21,98",3300
Acessórios,Capacetes,Sport-100,Preto,,"13,09",01/09/2019,Brasil,Maranhão,MA,Belágua,Nordeste,1,"34,99",3301
Acessórios,Capacetes,Sport-100,Preto,,"13,09",01/09/2019,Brasil,Mato Grosso,MT,Sorriso,Centro-Oeste,1,"34,99",3302
Bicicletas,Bicicletas de montanha,Mountain-200,Preto,38,"1251,98",01/04/2020,Brasil,Amazonas,AM,Maués,Norte,1,"2294,99",3303
Bicicletas,Bicicletas de estrada,Road-250,Vermelho,58,"1554,95",01/04/2020,Brasil,Bahia,BA,Presidente Dutra,Nordeste,1,"2443,35",3304
Bicicletas,Bicicletas de estrada,Road-550-W,Amarela,48,"713,08",01/04/2020,Brasil,Minas Gerais,MG,Ituiutaba,Sudeste,1,"1120,49",3305
Bicicletas,Bicicletas de estrada,Road-750,Preto,44,"343,65",01/04/2020,Brasil,Santa Catarina,SC,Bocaina do Sul,Sul,1,"539,99",3306
Acessórios,Capacetes,Sport-100,Preto,,"13,09",01/09/2019,Brasil,Mato Grosso,MT,Alto Taquari,Centro-Oeste,1,"34,99",3307
Bicicletas,Bikes em turnê,Touring-1000,Azul,46,"1481,94",01/04/2020,Brasil,Paraíba,PB,Areia de Baraúnas,Nordeste,1,"2384,07",3308
Bicicletas,Bikes em turnê,Touring-1000,Azul,54,"1481,94",01/04/2020,Brasil,Bahia,BA,Candiba,Nordeste,1,"2384,07",3309
Bicicletas,Bikes em turnê,Touring-1000,Azul,60,"1481,94",01/04/2020,Brasil,Santa Catarina,SC,Ipuaçu,Sul,1,"2384,07",3310
Acessórios,Capacetes,Sport-100,Preto,,"13,09",01/09/2019,Brasil,Santa Catarina,SC,Caxambu do Sul,Sul,1,"34,99",3311
Acessórios,Capacetes,Sport-100,Preto,,"13,09",01/09/2019,Brasil,Maranhão,MA,Caxias,Nordeste,1,"34,99",3312
Bicicletas,Bikes em turnê,Touring-3000,Azul,62,"461,44",01/04/2020,Brasil,São Paulo,SP,Presidente Bernardes,Sudeste,1,"742,35",3313
Bicicletas,Bikes em turnê,Touring-3000,Amarela,44,"461,44",01/04/2020,Brasil,São Paulo,SP,Votuporanga,Sudeste,1,"742,35",3314
Acessórios,Capacetes,Sport-100,Preto,,"13,09",01/09/2019,Brasil,Rio Grande do Norte,RN,Galinhos,Nordeste,1,"34,99",3315
Acessórios,Capacetes,Sport-100,Azul,,"13,09",01/09/2019,Brasil,Minas Gerais,MG,Dores do Turvo,Sudeste,1,"34,99",3316
Acessórios,Capacetes,Sport-100,Azul,,"13,09",01/09/2019,Brasil,Alagoas,AL,Viçosa,Nordeste,1,"34,99",3317
Roupas,Camisolas,Short-Sleeve Classic Jersey,Amarela,Médio,"41,57",01/04/2020,Brasil,Rio Grande do Sul,RS,Ponte Preta,Sul,1,"53,99",3318
Roupas,Camisolas,Short-Sleeve Classic Jersey,Amarela,Pequeno,"41,57",01/04/2020,Brasil,Minas Gerais,MG,Manhuaçu,Sudeste,1,"53,99",3319
Roupas,Camisolas,Short-Sleeve Classic Jersey,Amarela,Extra Grande,"41,57",01/04/2020,Brasil,Mato Grosso,MT,São José do Xingu,Centro-Oeste,1,"53,99",3320
Acessórios,Pneus e Tubos,Road Tire Tube,,,"1,49",01/05/2020,Brasil,Santa Catarina,SC,Biguaçu,Sul,3,"11,97",3321
Acessórios,Garrafas e Gaiolas,Road Bottle Cage,,,"3,36",01/05/2020,Brasil,São Paulo,SP,Nhandeara,Sudeste,2,"17,98",3322
Acessórios,Capacetes,Sport-100,Azul,,"13,09",01/09/2019,Brasil,Piauí,PI,Monsenhor Hipólito,Norte,1,"34,99",3323
Acessórios,Garrafas e Gaiolas,Water Bottle,,,"1,87",01/05/2020,Brasil,Mato Grosso do Sul,MS,Chapadão do Sul,Centro-Oeste,2,"9,98",3324
Acessórios,Pneus e Tubos,ML Road Tire,,,"9,35",01/05/2020,Brasil,Paraná,PR,Lapa,Sul,2,"49,98",3325
Acessórios,Capacetes,Sport-100,Azul,,"13,09",01/09/2019,Brasil,Paraíba,PB,Cubati,Nordeste,1,"34,99",3326
Acessórios,Capacetes,Sport-100,Azul,,"13,09",01/09/2019,Brasil,São Paulo,SP,Bocaina,Sudeste,1,"34,99",3327
Acessórios,Capacetes,Sport-100,Vermelho,,"13,09",01/09/2019,Brasil,Minas Gerais,MG,Cristina,Sudeste,1,"34,99",3328
Acessórios,Capacetes,Sport-100,Vermelho,,"13,09",01/09/2019,Brasil,Pernambuco,PE,Ibirajuba,Nordeste,1,"34,99",3329
Roupas,Cápsulas,Cycling Cap,Multi,,"6,92",01/05/2020,Brasil,Bahia,BA,Ipupiara,Nordeste,2,"17,98",3330
Acessórios,Limpadores,Bike Wash,,,"2,97",01/05/2020,Brasil,Maranhão,MA,São Félix de Balsas,Nordeste,1,"7,95",3331
Acessórios,Pára-lamas,Fender Set - Mountain,,,"8,22",01/05/2020,Brasil,Paraíba,PB,Riachão,Nordeste,1,"21,98",3332
Acessórios,Capacetes,Sport-100,Preto,,"13,09",01/05/2020,Brasil,Paraná,PR,Floresta,Sul,1,"34,99",3333
Acessórios,Capacetes,Sport-100,Vermelho,,"13,09",01/09/2019,Brasil,Mato Grosso do Sul,MS,Dourados,Centro-Oeste,1,"34,99",3334
Acessórios,Capacetes,Sport-100,Azul,,"13,09",01/05/2020,Brasil,Rio Grande do Norte,RN,Parelhas,Nordeste,1,"34,99",3335
Acessórios,Capacetes,Sport-100,Vermelho,,"13,09",01/05/2020,Brasil,Espírito Santo,ES,Marataízes,Sudeste,1,"34,99",3336
Acessórios,Capacetes,Sport-100,Vermelho,,"13,09",01/09/2019,Brasil,São Paulo,SP,Vista Alegre do Alto,Sudeste,1,"34,99",3337
Acessórios,Pneus e Tubos,LL Road Tire,,,"8,04",01/05/2020,Brasil,Goiás,GO,Castelândia,Centro-Oeste,1,"21,49",3338
Acessórios,Pneus e Tubos,Patch kit,,,"0,86",01/05/2020,Brasil,Minas Gerais,MG,Nova Resende,Sudeste,1,"2,29",3339
Acessórios,Pneus e Tubos,Touring Tire Tube,,,"1,87",01/05/2020,Brasil,Rio Grande do Norte,RN,Alexandria,Nordeste,1,"4,99",3340
Acessórios,Capacetes,Sport-100,Vermelho,,"13,09",01/09/2019,Brasil,Bahia,BA,Una,Nordeste,1,"34,99",3341
Acessórios,Pacotes de hidratação,Hydration Pack,Prata,70,"20,57",01/09/2019,Brasil,Mato Grosso,MT,Novo São Joaquim,Centro-Oeste,1,"54,99",3342
Bicicletas,Bicicletas de estrada,Road-250,Preto,44,"1554,95",01/05/2020,Brasil,São Paulo,SP,Santos,Sudeste,1,"2443,35",3343
Bicicletas,Bicicletas de estrada,Road-350-W,Amarela,40,"1082,51",01/05/2020,Brasil,Espírito Santo,ES,Ecoporanga,Sudeste,1,"1700,99",3344
Bicicletas,Bicicletas de estrada,Road-550-W,Amarela,38,"713,08",01/05/2020,Brasil,Rio Grande do Norte,RN,Florânia,Nordeste,1,"1120,49",3345
Bicicletas,Bicicletas de estrada,Road-550-W,Amarela,48,"713,08",01/05/2020,Brasil,Espírito Santo,ES,Guaçuí,Sudeste,1,"1120,49",3346
Bicicletas,Bicicletas de estrada,Road-750,Preto,44,"343,65",01/05/2020,Brasil,Goiás,GO,Porteirão,Centro-Oeste,1,"539,99",3347
Bicicletas,Bikes em turnê,Touring-1000,Azul,46,"1481,94",01/05/2020,Brasil,São Paulo,SP,Nipoã,Sudeste,1,"2384,07",3348
Bicicletas,Bikes em turnê,Touring-3000,Amarela,54,"461,44",01/05/2020,Brasil,Alagoas,AL,São Brás,Nordeste,1,"742,35",3349
Acessórios,Pacotes de hidratação,Hydration Pack,Prata,70,"20,57",01/09/2019,Brasil,Tocantins,TO,Jaú do Tocantins,Norte,1,"54,99",3350
Acessórios,Pacotes de hidratação,Hydration Pack,Prata,70,"20,57",01/09/2019,Brasil,São Paulo,SP,Tupi Paulista,Sudeste,1,"54,99",3351
Acessórios,Pneus e Tubos,HL Mountain Tire,,,"13,09",01/09/2019,Brasil,Minas Gerais,MG,Piedade de Caratinga,Sudeste,1,35,3352
Acessórios,Pneus e Tubos,HL Mountain Tire,,,"13,09",01/09/2019,Brasil,Goiás,GO,Novo Gama,Centro-Oeste,1,35,3353
Roupas,Camisolas,Short-Sleeve Classic Jersey,Amarela,Grande,"41,57",01/05/2020,Brasil,Amazonas,AM,Manicoré,Norte,1,"53,99",3354
Roupas,Camisolas,Short-Sleeve Classic Jersey,Amarela,Médio,"41,57",01/05/2020,Brasil,Espírito Santo,ES,Serra,Sudeste,1,"53,99",3355
Roupas,Camisolas,Short-Sleeve Classic Jersey,Amarela,Pequeno,"41,57",01/05/2020,Brasil,São Paulo,SP,Itapura,Sudeste,1,"53,99",3356
Roupas,Coletes,Classic Vest,Azul,Grande,"23,75",01/05/2020,Brasil,São Paulo,SP,Taiaçu,Sudeste,1,"63,5",3357
Acessórios,Garrafas e Gaiolas,Mountain Bottle Cage,,,"3,74",01/06/2020,Brasil,Rio Grande do Norte,RN,Jundiá,Nordeste,2,"19,98",3358
Acessórios,Pneus e Tubos,HL Mountain Tire,,,"13,09",01/09/2019,Brasil,São Paulo,SP,Nipoã,Sudeste,1,35,3359
Acessórios,Capacetes,Sport-100,Preto,,"13,09",01/06/2020,Brasil,São Paulo,SP,Cafelândia,Sudeste,2,"69,98",3360
Acessórios,Capacetes,Sport-100,Azul,,"13,09",01/06/2020,Brasil,Rio Grande do Norte,RN,Fernando Pedroza,Nordeste,2,"69,98",3361
Acessórios,Pneus e Tubos,HL Road Tire,,,"12,19",01/09/2019,Brasil,Goiás,GO,Porteirão,Centro-Oeste,1,"32,6",3362
Acessórios,Pneus e Tubos,Mountain Tire Tube,,,"1,87",01/06/2020,Brasil,Rio Grande do Sul,RS,São Valentim do Sul,Sul,2,"9,98",3363
Acessórios,Pneus e Tubos,HL Road Tire,,,"12,19",01/09/2019,Brasil,Ceará,CE,Varjota,Nordeste,1,"32,6",3364
Acessórios,Garrafas e Gaiolas,Water Bottle,,,"1,87",01/06/2020,Brasil,Bahia,BA,Macururé,Nordeste,1,"4,99",3365
Acessórios,Pneus e Tubos,HL Road Tire,,,"12,19",01/09/2019,Brasil,Rondônia,RO,Vilhena,Norte,1,"32,6",3366
Acessórios,Pneus e Tubos,HL Road Tire,,,"12,19",01/09/2019,Brasil,Minas Gerais,MG,Fama,Sudeste,1,"32,6",3367
Acessórios,Limpadores,Bike Wash,,,"2,97",01/06/2020,Brasil,Rio Grande do Sul,RS,Vista Alegre,Sul,1,"7,95",3368
Acessórios,Pára-lamas,Fender Set - Mountain,,,"8,22",01/06/2020,Brasil,Rio Grande do Sul,RS,Dois Irmãos das Missões,Sul,1,"21,98",3369
Acessórios,Capacetes,Sport-100,Vermelho,,"13,09",01/06/2020,Brasil,Mato Grosso,MT,Itanhangá,Centro-Oeste,1,"34,99",3370
Acessórios,Pneus e Tubos,HL Road Tire,,,"12,19",01/09/2019,Brasil,Rio Grande do Sul,RS,Arroio Grande,Sul,1,"32,6",3371
Acessórios,Pneus e Tubos,LL Mountain Tire,,,"9,35",01/09/2019,Brasil,Minas Gerais,MG,Carangola,Sudeste,1,"24,99",3372
Acessórios,Pneus e Tubos,LL Mountain Tire,,,"9,35",01/09/2019,Brasil,Rio Grande do Sul,RS,Pinhal Grande,Sul,1,"24,99",3373
Acessórios,Pneus e Tubos,HL Mountain Tire,,,"13,09",01/06/2020,Brasil,Goiás,GO,Morrinhos,Centro-Oeste,1,35,3374
Acessórios,Pneus e Tubos,LL Mountain Tire,,,"9,35",01/06/2020,Brasil,São Paulo,SP,Anhumas,Sudeste,1,"24,99",3375
Acessórios,Pneus e Tubos,ML Mountain Tire,,,"11,22",01/06/2020,Brasil,Minas Gerais,MG,Berilo,Sudeste,1,"29,99",3376
Acessórios,Pneus e Tubos,ML Road Tire,,,"9,35",01/06/2020,Brasil,Minas Gerais,MG,Timóteo,Sudeste,1,"24,99",3377
Acessórios,Pneus e Tubos,Patch kit,,,"0,86",01/06/2020,Brasil,Minas Gerais,MG,Alterosa,Sudeste,1,"2,29",3378
Acessórios,Pneus e Tubos,Road Tire Tube,,,"1,49",01/06/2020,Brasil,Pará,PA,Santarém,Norte,1,"3,99",3379
Acessórios,Pneus e Tubos,LL Mountain Tire,,,"9,35",01/09/2019,Brasil,Piauí,PI,Redenção do Gurguéia,Norte,1,"24,99",3380
Acessórios,Pneus e Tubos,LL Mountain Tire,,,"9,35",01/09/2019,Brasil,Rondônia,RO,Espigão D'Oeste,Norte,1,"24,99",3381
Bicicletas,Bicicletas de montanha,Mountain-200,Preto,42,"1251,98",01/06/2020,Brasil,Paraná,PR,São José das Palmeiras,Sul,1,"2294,99",3382
Bicicletas,Bicicletas de montanha,Mountain-200,Preto,46,"1251,98",01/06/2020,Brasil,Minas Gerais,MG,São Félix de Minas,Sudeste,1,"2294,99",3383
Bicicletas,Bicicletas de montanha,Mountain-200,Prata,38,"1265,62",01/06/2020,Brasil,São Paulo,SP,Taiúva,Sudeste,1,"2319,99",3384
Acessórios,Pneus e Tubos,LL Road Tire,,,"8,04",01/09/2019,Brasil,Mato Grosso do Sul,MS,Alcinópolis,Centro-Oeste,1,"21,49",3385
Bicicletas,Bicicletas de montanha,Mountain-200,Prata,46,"1265,62",01/06/2020,Brasil,Rio Grande do Sul,RS,Jacutinga,Sul,1,"2319,99",3386
